# avTemp, avVisc, modeltime, Nu, step, surfVRMS, VRMS, yielding
5.336450075837090301e-01,1.097514610418108759e+03,1.332063070687978558e-02,5.639423432922050949e+00,1.140000000000000000e+03,7.913446984475046797e+00,7.339984999538572197e+01,2.105287258802908748e-02
5.345994934172697555e-01,1.081144261467062961e+03,1.349424733184472446e-02,5.560418818663505292e+00,1.150000000000000000e+03,7.401593503997147216e+00,7.338383170865976979e+01,2.048770519691470518e-02
5.355607356796256990e-01,1.065464240599908408e+03,1.366789251998462573e-02,5.484137813041699339e+00,1.160000000000000000e+03,6.941618456683404936e+00,7.338943865438815806e+01,1.910266802048840931e-02
5.365281209892620584e-01,1.049598169810143418e+03,1.384153529371237937e-02,5.410516855807391501e+00,1.170000000000000000e+03,6.537874853676719056e+00,7.341559895769609057e+01,1.804241422743075099e-02
5.375010158569560881e-01,1.033259322809000651e+03,1.401514992078192745e-02,5.339496743909446508e+00,1.180000000000000000e+03,6.186772565279021308e+00,7.346147333603465768e+01,1.722631223889553587e-02
5.384788258251678172e-01,1.017474968558271598e+03,1.418870915312384247e-02,5.271001121199796025e+00,1.190000000000000000e+03,5.872727626599523632e+00,7.352605496058069434e+01,1.686535856965575703e-02
5.394610296253644632e-01,1.002470879946763375e+03,1.436219685668243574e-02,5.204928395955913167e+00,1.200000000000000000e+03,5.590107101120341149e+00,7.360644231464358711e+01,1.647426281499497422e-02
5.404470385712509817e-01,9.884463000845008764e+02,1.453559183465955203e-02,5.141180000094961677e+00,1.210000000000000000e+03,5.339655957623460125e+00,7.370215732200777836e+01,1.609447059611418193e-02
5.414362891669640687e-01,9.754182041135219379e+02,1.470887813008974095e-02,5.079660102621335049e+00,1.220000000000000000e+03,5.117740974726804559e+00,7.381275182483706487e+01,1.582771157750170049e-02
5.424283480689940928e-01,9.634667309716730870e+02,1.488203407597545221e-02,5.020274212297080929e+00,1.230000000000000000e+03,4.917398986325342669e+00,7.393815956268782941e+01,1.490309678744280650e-02
5.434226294155174442e-01,9.496426433714224231e+02,1.505503777199771430e-02,4.962931004536890178e+00,1.240000000000000000e+03,4.739679185536393113e+00,7.407691624947344167e+01,1.339824306302363904e-02
5.444185963907366421e-01,9.357073383447286687e+02,1.522786717992786684e-02,4.907547019682898082e+00,1.250000000000000000e+03,4.583969044801207815e+00,7.422911491970175746e+01,1.310510969988132671e-02
